                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                   Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR   R RBI HBP  BB   K  SB  CS 
Tim Laudner            TEW     c   30  65 270   4   2   1  .741    34.4  5.0  .141  .663  .193  18 105 
Mike LaValliere*       ES?     c   27  94 415   0   3   8  .648    40.0  3.7  .077  .591  .208  22 117 
Vance Law              CEN     3b  31  29 122   2   0   2  .885    21.0  7.5  .152  .890  .295  10  50 
Manny Lee#             CIN     2b  23  92 403   0   2  11  .723    45.7  4.4  .084  .612  .140  19 146 
Mark Lemke#            NFG     2b  22  15  53   0   0   0  .327     1.5  0.9  .059  .267  .118   3   9 
Chet Lemon             MAR     rf  33  54 270   1   5   5  .725    31.2  4.4  .155  .652  .220  22 102 
Jeffrey Leonard        RYK     lf  32  58 304   0   4   9  .735    32.2  3.8  .182  .658  .232  30 126 
Jose Lind              BBG     2b  24   4  44   0   0   1  .674     4.4  3.9  .024  .548  .071   1  14 
Jim Lindeman           NEE     rf  26  11  51   0   2   2  .764     6.1  4.4  .163  .639  .163   4  23 
Nelson Liriano#        MAR     2b  24   0  35   0   0   0  .500     2.2  2.3  .030  .385  .061   1   8 
Steve Lombardozzi      CIN     2b  28  24 106   2   2   1  .725    11.6  4.0  .167  .653  .208  10  41 
Torri Lovullo#         SUN     2b  22   5  27   0   0   0  .796     3.9  5.6  .231  .737  .269   4  13 
Fred Lynn*             CTW     cf  36  56 245   0   2   8  .885    40.0  6.5  .238  .848  .332  24 119 
Fred Lynn*             FER     cf  36  46 209   0   1   4  .721    24.8  4.5  .153  .671  .263  19  77 
Fred Lynn*                     cf  36 102 454   0   3  12  .809    64.5  5.5  .199  .765  .300  43 196 
Barry Lyons            FER     c   28  19  91   1   1   0  .889    16.1  7.5  .143  .839  .179  10  42 
Steve Lyons*           NEE     3b  28  20 118   1   0   0  .730    15.1  5.3  .083  .658  .157   9  41 
Mike Macfarlane        SUN     c   24  45 190   2   0   1  .756    24.6  4.9  .207  .687  .251  21  83 
Shane Mack             ES?     cf  24  22 150   0   0   6  .569    10.4  2.5  .030  .500  .143   4  34 
Scotti Madison#        BMB     c   28   0   7   0   0   0  .452     0.4  1.9  .000  .400  .167   0   1 
Dave Magadan*          CEN     1b  25  89 399   1   2   2  .769    55.7  6.1  .097  .763  .258  22 131 
Candy Maldonado        RYK     rf  27 100 477   0   2   8  .739    59.4  4.8  .146  .685  .229  38 181 
Fred Manrique          MAR     2b  26  11  48   1   1   0  .606     4.0  2.9  .186  .543  .233   4  16 
Fred Manrique          FER     2b  26  62 260   6   0   5  .660    22.7  3.1  .138  .569  .184  17  90 
Fred Manrique                  2b  26  73 308   7   1   5  .652    26.8  3.0  .145  .565  .191  21 106 
Mike Marshall          FER     rf  28  39 176   0   0   3  .740    21.8  4.7  .157  .672  .199  13  71 
Mike Marshall          EVN     rf  28  68 295   0   3   3  .818    45.2  6.0  .191  .774  .241  31 136 
Mike Marshall                  rf  28 107 471   0   3   6  .789    66.8  5.5  .178  .735  .225  44 207 
Carlos Martinez        NEE     3b  23  21  58   0   1   4  .439     1.9  1.0  .036  .286  .054   2  13 
Carmelo Martinez       SUN     lf  27  77 327   3   1   6  .791    44.4  5.3  .191  .739  .290  24 134 
Dave Martinez*         BMB     cf  23  96 423   2   3   8  .682    45.1  4.0  .100  .607  .166  22 144 
Edgar Martinez         CCC     3b  25   5  35   1   0   0  .845     5.8  7.5  .100  .850  .200   3  13 
John Marzano           CIN     c   25   7  22   0   1   0  .372     0.6  0.9  .000  .222 -0.04   0   4 
Don Mattingly*         BBG     1b  27 102 457   0  10   8  .733    56.2  4.8  .116  .642  .173  30 173 
Lee Mazzilli#          ES?     1b  33  17  79   0   0   3  .368     2.4  1.0  .014  .292  .125   1  11 
Lloyd McClendon        MAR     c   29   1  12   0   0   0  .444     0.9  3.2  .000  .750  .444   0   1 
Lloyd McClendon        FER     c   29  40 146   0   0   2  .718    18.1  4.9  .167  .750  .341  11  49 
Lloyd McClendon                c   29  41 158   0   0   2  .699    19.0  4.8  .156  .750  .348  11  50 
Oddibe McDowell*       NFG     cf  25 123 509   1   2   5  .659    51.7  3.7  .104  .668  .252  34 160 
Willie McGee#          CCC     cf  29 145 606   2   1  16  .627    54.4  3.2  .116  .580  .218  41 200 
Fred McGriff*          MAR     1b  24 153 655   0   6  12  .952   125.8  8.1  .265  .998  .405  83 320 
Bill McGuire           CTW     c   24   1  12   0   0   0  .917     2.3  8.9  .200 1.000  .400   2   5 
Mark McGwire           BMB     1b  24 150 659   0   7  11  .803    94.5  5.9  .175  .800  .334  45 246 
Mark McLemore#         TEW     2b  23  65 281   8   2   7  .639    25.2  3.2  .065  .605  .190  13  79 
Kevin McReynolds       SUN     lf  28 131 578   1   1  14  .799    79.7  5.2  .204  .737  .262  56 267 
Bobby Meacham#         CTW     2b  27  11  42   0   1   0  .576     4.8  4.7  .031  .926  .500   1   7 
Louie Meadows*         CTW     lf  27   0   2   0   1   0  .000     0.0  0.0  .000  .000  .000   0   0 
Luis Medina            MAR     1b  25   7  24   0   0   0  .944     4.5  7.1  .391  .941  .435   3  15 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                   Team     P Age  GS  PA  SH  SF GDP   OPS      RC RC27   ISO  TAVG   SEC EBH  TB 
Luis Medina            ES?     1b  25   3  19   0   0   0  .982     3.9  8.0  .389 1.000  .389   3  12 
Luis Medina                    1b  25  10  43   0   0   0  .961     8.3  7.5  .390  .967  .415   6  27 
Dave Meier             BAR     3b  28   0   2   0   0   0 1.000     0.5 13.5  .000 1.000  .000   0   1 
Bob Melvin             MAR     c   26  31 160   0   0   3  .573    11.5  2.6  .108  .475  .182   6  46 
Joey Meyer             SUN     dh  26   0   4   0   0   0  .500     0.3  2.3  .000  .333  .000   0   1 
Keith Miller           CTW     2b  25  15  59   0   0   2  .504     3.2  1.8  .036  .404  .107   1  14 
Randy Milligan         FER     1b  26  18  81   0   0   1  .920    14.5  7.8  .212 1.000  .424   8  33 
Kevin Mitchell         ES?     3b  26 143 592   0   7  15  .702    62.0  3.8  .174  .634  .258  47 217 
Paul Molitor           TEW     3b  31 157 693  12   5  15  .736    84.4  4.7  .109  .697  .220  43 246 
Keith Moreland         BAR     1b  34 124 476   6   3  11  .589    37.7  2.9  .068  .477  .129  20 136 
Russ Morman            BMB     lf  26  25  84   0   1   2  .434     3.6  1.4  .012  .284  .024   1  18 
Hal Morris*            GBP     lf  23   0  16   0   0   0  .125     0.1  0.1  .000  .067  .000   0   1 
John Morris*           TEW     lf  27   0  13   0   0   0  .769     1.8  5.5  .154  .667  .154   1   6 
Jim Morrison           ES?     3b  35  30 118   0   0   4  .536     7.0  2.0  .088  .421  .132   8  34 
Lloyd Moseby*          BMB     cf  28 122 568   1   1   7  .675    61.2  4.2  .112  .667  .263  34 174 
John Moses#            CEN     lf  30   3  14   0   0   0  .220     0.1  0.3  .000  .231  .077   0   1 
Rance Mulliniks*       CTW     dh  32  29 140   0   1   2  .838    21.8  6.7  .151  .839  .303  11  53 
Rance Mulliniks*       EVN     dh  32  59 278   2   1   6  .789    38.6  5.7  .138  .740  .256  17 105 
Rance Mulliniks*               dh  32  88 418   2   2   8  .805    60.4  6.0  .142  .772  .271  28 158 
Dale Murphy            CTW     rf  32  50 240   0   1   9  .806    31.7  5.0  .231  .757  .354  27 101 
Dwayne Murphy*         SUN     cf  33  36 179   0   1   1  .729    23.2  5.3  .103  .733  .269   8  58 
Eddie Murray#          BAR     1b  32 129 589   0   8  17  .776    76.8  5.0  .174  .732  .283  42 236 
Al Newman#             EVN     3b  28  26 104   2   0   4  .506     6.4  2.2  .011  .449  .147   1  22 
Carl Nichols           TEW     c   25   1   2   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Tom Nieto              FER     c   27  14  62   0   0   0  .280     1.3  0.7 -0.00  .212  .034   0   7 
Donell Nixon           CEN     lf  26   1  10   0   0   0 1.100     3.0 16.2  .100 1.200  .100   1   6 
Otis Nixon#            CIN     cf  29  27 119   0   0   0  .770    17.9  6.0  .100  .877  .291   9  45 
Matt Nokes*            CTW     c   24  81 316   3   4   8  .658    30.2  3.5  .122  .564  .199  16 104 
Charlie O'Brien        NFG     c   28  30 137   0   1   3  .683    14.4  3.9  .113  .556  .135  11  52 
Pete O'Brien*          MAR     1b  30   2  62   0   0   0  .640     6.1  3.9  .088  .558  .175   3  19 
Paul O'Neill*          CCC     rf  25  98 410   3   2   5  .619    36.2  3.2  .137  .561  .219  32 134 
Ken Oberkfell*         GBP     3b  32  83 348   4   1   7  .568    25.8  2.7  .060  .471  .135  16  91 
Ron Oester#            TEW     2b  32  34 170   2   0   2  .854    30.0  7.8  .062  .833  .138   8  71 
Jose Oquendo#          NEE     2b  24  99 454   3   3  10  .650    44.0  3.7  .080  .581  .202  18 131 
Joe Orsulak*           NFG     rf  26  64 285   3   1   3  .741    36.3  5.1  .114  .721  .213  16 100 
Spike Owen#            FER     ss  27  60 250   5   2   1  .707    29.7  4.6  .134  .653  .228  20  88 
Mike Pagliarulo*       FHK     3b  28  18  93   0   1   0  .553     7.2  2.9  .075  .508  .188   4  21 
Tom Pagnozzi           GBP     1b  25  41 193   1   1   3  .620    17.1  3.3  .089  .511  .144   9  60 
Rafael Palmeiro*       CIN     lf  23 121 509   2   3   7  .778    73.5  5.8  .116  .751  .204  44 204 
Johnny Paredes         SUN     2b  25   6  35   0   0   0  .890     6.8  7.6  .303 1.042  .485   4  19 
Mark Parent            NFG     c   26   9  43   0   0   0  .334     1.2  0.9  .049  .250  .098   2   7 
Kelly Paris            SUN     1b  30   7  29   0   0   1  .916     5.0  6.7  .250  .850  .286   3  16 
Dave Parker*           SUN     dh  37   0   6   0   0   0  .833     1.0  6.8  .167  .750  .167   1   3 
Lance Parrish          CIN     c   32  94 368   0   1  13  .566    25.1  2.4  .107  .468  .192  19 103 
Larry Parrish          CCC     dh  34   0   2   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Dan Pasqua*            MAR     lf  26  38 186   0   2   8  .506     9.8  1.8  .095  .415  .185  10  45 
Bill Pecota            BAR     ss  28   6  77   1   0   2  .395     2.8  1.2  .014  .339  .100   1  12 
Al Pedrique            RYK     ss  27  12  81   0   0   0  .433     3.8  1.6  .039  .333  .105   3  16 
Tony Pena              EVN     c   31  96 417   1   0   6  .645    39.0  3.5  .077  .530  .128  22 133 
Terry Pendleton#       CCC     3b  27  89 362   4   4   5  .617    32.9  3.3  .088  .519  .144  23 116 
Tony Perezchica        BAR     2b  22   0  12   0   0   0  .500     0.9  2.6  .000  .444  .083   0   3 
Gerald Perry*          CCC     1b  27  53 216   2   2   5  .621    18.5  3.1  .054  .490  .088   9  67 
Geno Petralli*         NEE     c   28  75 356   0   1   6  .622    32.2  3.4  .071  .534  .173  16 101 
Gary Pettis#           FHK     cf  30  18  72   0   0   1  .414     3.4  1.6  .033  .455  .283   1   9 
Ken Phelps*            SUN     dh  33  43 230   0   1   3  .992    47.4  9.1  .289 1.064  .454  24 114 
Tony Phillips#         BAR     2b  29  51 227   0   0   7  .717    25.3  4.6  .085  .685  .275  12  64 
Luis Polonia#          BMB     lf  23  60 315   0   2   1  .717    38.8  4.7  .115  .685  .207  25 117 
Jim Presley            GBP     3b  26   0  13   0   0   0  .481     0.8  2.0  .083  .400  .167   1   3 
Tom Prince             CCC     c   23   9  60   0   0   0  .493     3.6  2.1  .086  .383  .121   3  16 
Kirby Puckett          GBP     cf  27 123 567   2   3  11  .815    84.1  5.9  .149  .718  .169  48 261 
Terry Puhl*            CEN     lf  31  42 220   2   2   2  .770    32.0  6.0  .071  .784  .212  13  78 
Luis Quinones#         FER     ss  26   7  58   1   0   1  .667     5.8  3.6  .140  .558  .158   6  23 
Rey Quinones           TEW     ss  24  61 253   0   2  10  .717    24.9  3.4  .218  .599  .226  31 115 
Carlos Quintana        NFG     rf  22   2  11   0   0   0  .455     0.5  1.6  .091  .333  .091   1   3 
Jamie Quirk*           SUN     c   33  56 242   3   0   5  .798    33.6  5.5  .152  .758  .263  18  96 
John Rabb              BAR     rf  28   0   1   0   0   0 3.000     2.0  0.0 1.000  .000 1.000   1   2 
Tim Raines#            TEW     lf  28  86 437   0   1   6  .682    46.5  4.1  .104  .661  .254  22 135 
Rafael Ramirez         BBG     ss  30  64 289   1   1   6  .706    31.3  4.0  .125  .586  .143  26 114 
Domingo Ramos          RYK     1b  30   1  15   0   0   1  .481     0.7  1.5  .000  .333  .000   0   3 
Willie Randolph        ES?     2b  33 116 478   8   2   6  .570    36.1  2.7  .073  .469  .134  28 132 
Johnny Ray#            CEN     2b  31 145 658  12   7   9  .752    87.6  5.3  .098  .675  .157  51 251 
Randy Ready            NEE     3b  28  92 398   0   1   5  .647    39.1  3.7  .116  .605  .236  21 119 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                   Team     P Age  GS  PA  SH  SF GDP   OPS      RC RC27   ISO  TAVG   SEC EBH  TB 
Gary Redus             NFG     lf  31  68 330   0   3   9  .719    35.8  3.9  .144  .731  .302  21 114 
Jeff Reed*             CIN     c   25  27 101   0   1   1  .543     7.3  2.8  .036  .507  .214   2  19 
Jody Reed              EVN     ss  25  82 383   8   2   2  .588    32.1  3.3  .046  .525  .166  13  88 
Kevin Reimer*          NEE     dh  24   8  28   0   0   0  .321     0.6  0.7  .107  .240  .107   1   6 
Rich Renteria          ES?     ss  26  11  39   0   1   0  .212     0.6  0.5  .000  .182  .083   0   3 
Craig Reynolds*        RYK     ss  35  14  60   0   0   0  .823     9.6  6.6  .123  .769  .175   7  26 
Harold Reynolds#       FHK     2b  27 112 530   7   2   7  .588    41.6  2.8  .062  .520  .148  25 145 
R.J. Reynolds#         FER     rf  29  34 154   0   1   2  .754    20.0  4.9  .155  .741  .268  14  61 
Jim Rice               GBP     dh  35  59 291   0   3   9  .683    29.6  3.8  .119  .582  .190  18 101 
Ernest Riles*          GBP     3b  27  70 288   0   0   4  .715    34.2  4.6  .120  .614  .167  22 111 
Billy Ripken           FER     2b  23  48 210   1   3   5  .597    17.0  2.9  .092  .494  .138  15  64 
Cal Ripken             CCC     ss  27 162 711   3   6   8  .812   106.1  6.2  .163  .808  .295  49 272 
Luis Rivera            BMB     ss  24 118 423   1   3  12  .613    34.8  3.0  .086  .495  .134  21 130 
Bip Roberts#           BBG     3b  24   0  13   0   1   0  .331     0.6  1.6  .000  .444  .300   0   1 
Ruben Rodriguez        CTW     c   23   2   6   0   0   0  .667     0.7  4.5  .000  .500  .000   0   2 
Ron Roenicke#          NEE     rf  31   4  25   0   0   0  .700     2.9  5.3  .050  .733  .250   1   6 
Ed Romero              NEE     3b  30  11  42   0   0   2  .346     1.0  0.8  .000  .257  .079   0   5 
Rolando Roomes         CIN     lf  26   4  13   0   2   0  .336     0.5  1.1  .000  .222  .000   0   2 
Jerry Royster          BMB     cf  35  11  34   0   0   0  .724     4.2  5.0  .167  .696  .233   3  12 
Paul Runge             SUN     3b  30   4  17   0   0   0  .873     2.9  7.8  .231 1.000  .538   3   6 
Chris Sabo             FHK     3b  26 140 595   3   2  12  .628    53.3  3.2  .096  .595  .195  41 188 
Mark Salas*            BMB     c   27  43 212   0   1   4  .739    26.6  5.0  .103  .655  .164  15  77 
Luis Salazar           SUN     lf  32  58 276   4   1   2  .840    44.9  6.6  .175  .803  .230  22 126 
Juan Samuel            RYK     2b  27 162 662   0   2  10  .683    69.3  3.8  .155  .641  .234  57 236 
Ryne Sandberg          NFG     2b  28 147 598   0   2  11  .748    70.9  4.4  .189  .700  .283  50 238 
Rafael Santana         RYK     ss  30  37 157   0   2   2  .588    13.0  3.1  .049  .491  .141   6  41 
Benito Santiago        NEE     c   23  93 400   1   0  11  .564    27.9  2.4  .081  .484  .172  22 110 
Nelson Santovenia      CTW     c   26  34 166   0   1   3  .698    18.7  4.5  .102  .643  .211  14  53 
Mackey Sasser*         CIN     c   25  30 138   0   1   3  .745    17.0  4.7  .147  .667  .217  13  55 
Steve Sax              CCC     2b  28 162 662  10   4  15  .689    70.6  4.0  .093  .637  .191  32 221 
Mike Schmidt           CTW     3b  38  51 275   0   2   7  .767    35.6  5.2  .151  .727  .259  24  99 
Dick Schofield         CTW     ss  25   3  15   0   0   0  .800     2.0  5.4  .000  .600 -0.06   0   6 
Bill Schroeder         BMB     c   29  31  99   0   0   3  .463     4.2  1.4  .125  .357  .135   5  27 
Mike Scioscia*         CCC     c   29  90 346   5   3   7  .672    34.9  3.8  .101  .574  .168  15 115 
Kevin Seitzer          FER     3b  26 115 489   8   2   6  .671    49.3  3.9  .092  .614  .213  26 143 
Mike Sharperson        CEN     2b  26   8  48   0   0   2  .610     4.0  3.1 -0.00  .457  .043   0  14 
